,Country Name,Country Code,Year,acce_fuel_tech,acce_electr,fore_area,gdp_grow,life_exp,mortal_rate,pop_65,parliment_women_seat,rate_labor,unemp_rate,log_pop_denst
30,Barbados,BRB,2019,100.0,100.0,14.6511627906977,-0.0961355529131964,79.19,0.0126,16.2309903318526,20.0,89.6154422186879,8.40999984741211,2.8244452176368835
31,Barbados,BRB,2020,100.0,100.0,14.6511627906977,-18.9795097037672,79.308,0.012199999999999999,16.7022183558069,20.0,87.5764454650535,10.3769998550415,2.8249744836694144
32,Belarus,BLR,2019,99.5,100.0,43.1229677800769,1.40000000000001,74.2268292682927,0.0031,15.2008413514816,40.0,81.3964858579563,4.15999984741211,1.6665864974434779
33,Belarus,BLR,2020,99.6,100.0,43.1944033894965,-0.900000000246891,74.2268292682927,0.0029,15.5801955335848,40.0,80.6414687538633,4.76800012588501,1.6647473677992877
34,Belgium,BEL,2019,100.0,100.0,22.7642007926024,2.14955968072559,81.9951219512195,0.004200000000000001,19.0065660669321,42.0,84.2876271052249,5.3600001335144,2.5791256025917537
35,Belgium,BEL,2020,100.0,100.0,22.7642007926024,-5.65965987018394,80.7951219512195,0.004200000000000001,19.2542328598609,41.3333333333333,84.3573143972422,5.55000019073486,2.5812095137748683
36,Belize,BLZ,2019,82.1,92.7200012207031,56.4756685664182,1.76279791284728,74.623,0.0123,4.86738926048986,9.375,61.9857853255183,6.71099996566772,1.2333300109997605
37,Belize,BLZ,2020,82.1,97.1133346557617,55.9864094695309,-14.0105321507761,74.754,0.011699999999999999,5.00845010914724,9.67741935483871,60.4123290044822,8.46199989318848,1.241344027931723
38,Benin,BEN,2019,4.0,40.3286895751953,28.2471621142249,6.86568733550151,61.771,0.0884,3.26488492520772,7.2289156626506,95.699388968029,1.47000002861023,2.0197693001549406
39,Benin,BEN,2020,4.0,41.4109573364258,27.8037424618659,3.84879240030133,62.077,0.0859,3.27846608156262,7.2289156626506,95.6994808935357,1.58399999141693,2.0314621310589445
40,Bhutan,BTN,2019,79.4,100.0,71.3974829575249,5.75516999517272,71.777,0.0286,6.09297437268377,14.8936170212766,77.2671263400641,2.50200009346008,1.3011973501188254
41,Bhutan,BTN,2020,80.2,100.0,71.4493969585737,-10.0763411241337,72.08,0.027600000000000003,6.20470497973064,14.8936170212766,76.1777920678274,3.6489999294281,1.3060182844003498
42,Bolivia,BOL,2019,85.7,95.0800018310547,47.1095356780209,2.21670577750376,71.513,0.0263,7.33863164569056,53.0769230769231,75.2931136783232,3.8199999332428,1.0264436091522453
43,Bolivia,BOL,2020,86.1,97.5541229248047,46.9249146127573,-8.82949361965127,71.771,0.0254,7.48720489751539,46.1538461538462,73.6668537064432,7.90000009536743,1.0324348213218615
44,Bosnia and Herzegovina,BIH,2019,45.0,100.0,42.7326171875,2.83100260259697,77.401,0.005900000000000001,17.2011511663132,21.4285714285714,64.1367387370302,15.6899995803833,1.8093753002253603
45,Bosnia and Herzegovina,BIH,2020,45.2,100.0,42.7326171875,-3.19695013403583,77.545,0.0057,17.9157704219587,26.1904761904762,61.5526673338134,15.2650003433228,1.8067117809175748
